,Motif_ID,Motif_Symbol,AtID,Source
0,M00719_2.00,RAP2-2,AT3G14230,CIS-BP
1,M00724_2.00,EIL1,AT2G27050,CIS-BP
2,M00728_2.00,HAT3,AT3G60390,CIS-BP
3,M00751_2.00,AT1G48610,AT1G48610,CIS-BP
4,M00842_2.00,ERF018,AT1G74930,CIS-BP
5,M00845_2.00,RAP2.7,AT2G28550,CIS-BP
6,M00847_2.00,RAP2-3,AT3G16770,CIS-BP
7,M00848_2.00,ERF1A,AT4G17500,CIS-BP
8,M00850_2.00,RAP2-10,AT4G36900,CIS-BP
9,M00851_2.00,TOE2,AT5G60120,CIS-BP
10,M00852_2.00,ARF3,AT2G33860,CIS-BP
11,M00853_2.00,REM1,AT4G31610,CIS-BP
12,M00855_2.00,BZIP60,AT1G42990,CIS-BP
13,M00857_2.00,ZAT2,AT2G17180,CIS-BP
14,M00858_2.00,AT3G53600,AT3G53600,CIS-BP
15,M00859_2.00,AT4G35610,AT4G35610,CIS-BP
16,M00860_2.00,AT5G03510,AT5G03510,CIS-BP
17,M00861_2.00,ZAT6,AT5G04340,CIS-BP
18,M00862_2.00,DOF5.7,AT5G65590,CIS-BP
19,M00872_2.00,ARR11,AT1G67710,CIS-BP
20,M00874_2.00,GPRI1,AT2G20570,CIS-BP
21,M00875_2.00,CCA1,AT2G46830,CIS-BP
22,M00877_2.00,MYB46,AT5G12870,CIS-BP
23,M00878_2.00,KAN1,AT5G16560,CIS-BP
24,M00880_2.00,AT5G28300,AT5G28300,CIS-BP
25,M00881_2.00,KAN4,AT5G42630,CIS-BP
26,M00882_2.00,MYB111,AT5G49330,CIS-BP
27,M00883_2.00,MYB59,AT5G59780,CIS-BP
28,M00890_2.00,YAB1,AT2G45190,CIS-BP
29,M00891_2.00,TCP23,AT1G35560,CIS-BP
30,M00894_2.00,AHL12,AT1G63480,CIS-BP
31,M00895_2.00,SRS1,AT3G51060,CIS-BP
32,M00896_2.00,AHL20,AT4G14465,CIS-BP
33,M00897_2.00,AHL25,AT4G35390,CIS-BP
34,M00898_2.00,WRKY12,AT2G44745,CIS-BP
35,M00901_2.00,WRKY38,AT5G22570,CIS-BP
36,M00969_2.00,NAC001,AT1G01010,CIS-BP
37,M00971_2.00,NAC012,AT1G32770,CIS-BP
38,M00972_2.00,NAC019,AT1G52890,CIS-BP
39,M00974_2.00,NAC030,AT1G71930,CIS-BP
40,M00978_2.00,NAC066,AT3G61910,CIS-BP
41,M00981_2.00,VOZ2,AT2G42400,CIS-BP
42,M00982_2.00,ZAP1,AT2G04880,CIS-BP
43,M01045_2.00,ERF14,AT1G04370,CIS-BP
44,M01052_2.00,BHLH49,AT1G68920,CIS-BP
45,M01056_2.00,ABF4,AT3G19290,CIS-BP
46,M01060_2.00,IDD9,AT3G45260,CIS-BP
47,M01064_2.00,KNAT7,AT1G62990,CIS-BP
48,M01065_2.00,HAT4,AT4G16780,CIS-BP
49,M01066_2.00,LBD30,AT4G00220,CIS-BP
50,M01070_2.00,TRB1,AT1G49950,CIS-BP
51,M01078_2.00,AT3G16350,AT3G16350,CIS-BP
52,M01080_2.00,AT4G09450,AT4G09450,CIS-BP
53,M01084_2.00,SPL10,AT1G27370,CIS-BP
54,M01085_2.00,AT4G00390,AT4G00390,CIS-BP
55,M01088_2.00,AT2G42040,AT2G42040,CIS-BP
56,M01090_2.00,WRKY53,AT4G23810,CIS-BP
57,M01093_2.00,ERF119,AT3G25890,CIS-BP
58,M01099_2.00,ERF12,AT1G28360,CIS-BP
59,M01105_2.00,AT1G19485,AT1G19485,CIS-BP
60,M01119_2.00,GL3,AT5G41315,CIS-BP
61,M01121_2.00,BHLH60,AT3G57800,CIS-BP
62,M01123_2.00,BHLH30,AT1G68810,CIS-BP
63,M01124_2.00,TT8,AT4G09820,CIS-BP
64,M01125_2.00,AT5G56960,AT5G56960,CIS-BP
65,M01126_2.00,BHLH121,AT3G19860,CIS-BP
66,M01127_2.00,BHLH14,AT4G00870,CIS-BP
67,M01132_2.00,HYH,AT3G17609,CIS-BP
68,M01154_2.00,BZIP25,AT3G54620,CIS-BP
69,M01159_2.00,AT4G38900,AT4G38900,CIS-BP
70,M01161_2.00,EEL,AT2G41070,CIS-BP
71,M01162_2.00,FD,AT4G35900,CIS-BP
72,M01167_2.00,ZAT1,AT1G02030,CIS-BP
73,M01168_2.00,ZAT4,AT2G45120,CIS-BP
74,M01215_2.00,AT1G28310,AT1G28310,CIS-BP
75,M01216_2.00,DOF4.1,AT4G00940,CIS-BP
76,M01219_2.00,DOF2.1,AT2G28510,CIS-BP
77,M01222_2.00,DOF4.6,AT4G24060,CIS-BP
78,M01225_2.00,E2FB,AT5G22220,CIS-BP
79,M01238_2.00,KNAT4,AT5G11060,CIS-BP
80,M01250_2.00,ATHB-52,AT5G53980,CIS-BP
81,M01252_2.00,HDG4,AT4G17710,CIS-BP
82,M01253_2.00,AT4G03250,AT4G03250,CIS-BP
83,M01266_2.00,TRP5,AT1G07540,CIS-BP
84,M01267_2.00,MYB124,AT1G14350,CIS-BP
85,M01268_2.00,AT1G14600,AT1G14600,CIS-BP
86,M01270_2.00,UNE16,AT4G13640,CIS-BP
87,M01277_2.00,MYB109,AT3G55730,CIS-BP
88,M01278_2.00,ARR12,AT2G25180,CIS-BP
89,M01281_2.00,MYB20,AT1G66230,CIS-BP
90,M01282_2.00,TRP3,AT3G12560,CIS-BP
91,M01286_2.00,ATMYB102,AT4G21440,CIS-BP
92,M01309_2.00,AT3G04930,AT3G04930,CIS-BP
93,M01311_2.00,TCP8,AT1G58100,CIS-BP
94,M01312_2.00,BRC1,AT3G18550,CIS-BP
95,M01314_2.00,BRC2,AT1G68800,CIS-BP
96,M01315_2.00,TCP11,AT2G37000,CIS-BP
97,M01316_2.00,TCP6,AT5G41030,CIS-BP
98,M01319_2.00,AT5G25790,AT5G25790,CIS-BP
99,M01324_2.00,WRKY58,AT3G01080,CIS-BP
100,M01443_2.00,YY1,AT4G06634,CIS-BP
101,M01566_2.00,SSRP1,AT3G28730,CIS-BP
102,M01567_2.00,TBP2,AT1G55520,CIS-BP
103,M01602_2.00,ERF094,AT1G06160,CIS-BP
104,M01603_2.00,WIN1,AT1G15360,CIS-BP
105,M01604_2.00,ERF069,AT1G22985,CIS-BP
106,M01605_2.00,TEM1,AT1G25560,CIS-BP
107,M01609_2.00,RAV2,AT1G68840,CIS-BP
108,M01612_2.00,RAP2-4,AT1G78080,CIS-BP
109,M01614_2.00,ERF024,AT2G36450,CIS-BP
110,M01618_2.00,ERF098,AT3G23230,CIS-BP
111,M01622_2.00,CRF2,AT4G23750,CIS-BP
112,M01628_2.00,ERF106,AT5G07580,CIS-BP
113,M01629_2.00,ERF113,AT5G13330,CIS-BP
114,M01630_2.00,ERF096,AT5G43410,CIS-BP
115,M01633_2.00,CRF3,AT5G53290,CIS-BP
116,M01647_2.00,ARF14,AT3G25730,CIS-BP
117,M01671_2.00,HMGA,AT1G14900,CIS-BP
118,M01672_2.00,AHL13,AT4G17950,CIS-BP
119,M01674_2.00,AT4G21895,AT4G21895,CIS-BP
120,M01687_2.00,AHL6,AT5G62260,CIS-BP
121,M01695_2.00,LEC2,AT1G28300,CIS-BP
122,M01696_2.00,AT1G51120,AT1G51120,CIS-BP
123,M01697_2.00,ARF8,AT5G37020,CIS-BP
124,M01698_2.00,BHLH13,AT1G01260,CIS-BP
125,M01699_2.00,MYC2,AT1G32640,CIS-BP
126,M01703_2.00,PIF1,AT2G20180,CIS-BP
127,M01705_2.00,UNE10,AT4G00050,CIS-BP
128,M01707_2.00,MYC4,AT4G17880,CIS-BP
129,M01708_2.00,BEE2,AT4G36540,CIS-BP
130,M01709_2.00,SPT,AT4G36930,CIS-BP
131,M01712_2.00,MYC3,AT5G46760,CIS-BP
132,M01713_2.00,BHLH78,AT5G48560,CIS-BP
133,M01714_2.00,ILR3,AT5G54680,CIS-BP
134,M01755_2.00,AT2G43140,AT2G43140,CIS-BP
135,M01758_2.00,BHLH63,AT4G34530,CIS-BP
136,M01772_2.00,ABF1,AT1G49720,CIS-BP
137,M01775_2.00,AT2G21230,AT2G21230,CIS-BP
138,M01778_2.00,BZIP17,AT2G40950,CIS-BP
139,M01781_2.00,GBF2,AT4G01120,CIS-BP
140,M01782_2.00,ABF3,AT4G34000,CIS-BP
141,M01783_2.00,GBF1,AT4G36730,CIS-BP
142,M01787_2.00,BZIP63,AT5G28770,CIS-BP
143,M01851_2.00,ZFP5,AT1G10480,CIS-BP
144,M01853_2.00,ZFP8,AT2G41940,CIS-BP
145,M01854_2.00,AZF2,AT3G19580,CIS-BP
146,M01855_2.00,ZAT7,AT3G46090,CIS-BP
147,M01856_2.00,ZAT11,AT2G37430,CIS-BP
148,M01858_2.00,RBE,AT5G06070,CIS-BP
149,M01859_2.00,ZAT12,AT5G59820,CIS-BP
150,M01900_2.00,CMTA3,AT2G22300,CIS-BP
151,M01901_2.00,CMTA2,AT5G64220,CIS-BP
152,M01902_2.00,CSP4,AT2G21060,CIS-BP
153,M01942_2.00,DOF3.1,AT3G21270,CIS-BP
154,M01946_2.00,CDF2,AT5G39660,CIS-BP
155,M01947_2.00,DOF5.3,AT5G60200,CIS-BP
156,M01994_2.00,GATA10,AT1G08000,CIS-BP
157,M02000_2.00,GATA8,AT3G54810,CIS-BP
158,M02001_2.00,GATA26,AT4G17570,CIS-BP
159,M02002_2.00,GATA9,AT4G32890,CIS-BP
160,M02003_2.00,GATA3,AT4G34680,CIS-BP
161,M02004_2.00,GATA7,AT4G36240,CIS-BP
162,M02005_2.00,GATA27,AT5G47140,CIS-BP
163,M02031_2.00,RGL2,AT3G03450,CIS-BP
164,M02037_2.00,KNAT6,AT1G23380,CIS-BP
165,M02038_2.00,RLT1,AT1G28420,CIS-BP
166,M02041_2.00,ATHB-22,AT2G36610,CIS-BP
167,M02042_2.00,ATHB-4,AT2G44910,CIS-BP
168,M02044_2.00,HAT3.1,AT3G19510,CIS-BP
169,M02045_2.00,ATHB-12,AT3G61890,CIS-BP
170,M02048_2.00,ATML1,AT4G21750,CIS-BP
171,M02049_2.00,WOX13,AT4G35550,CIS-BP
172,M02050_2.00,ATHB-16,AT4G40060,CIS-BP
173,M02051_2.00,KNAT3,AT5G25220,CIS-BP
174,M02137_2.00,WOX14,AT1G20700,CIS-BP
175,M02139_2.00,KNAT1,AT4G08150,CIS-BP
176,M02141_2.00,PRH,AT4G29940,CIS-BP
177,M02227_2.00,BEL1,AT5G41410,CIS-BP
178,M02261_2.00,LBD4,AT1G31320,CIS-BP
179,M02264_2.00,ASIL1,AT1G54060,CIS-BP
180,M02285_2.00,TRFL5,AT1G15720,CIS-BP
181,M02288_2.00,MYB3,AT1G22640,CIS-BP
182,M02293_2.00,ARR14,AT2G01760,CIS-BP
183,M02296_2.00,ARR1,AT3G16857,CIS-BP
184,M02300_2.00,APRR2,AT4G18020,CIS-BP
185,M02302_2.00,PHR1,AT4G28610,CIS-BP
186,M02304_2.00,AT5G04760,AT5G04760,CIS-BP
187,M02305_2.00,AT5G05090,AT5G05090,CIS-BP
188,M02309_2.00,MYR1,AT5G18240,CIS-BP
189,M02311_2.00,MYB24,AT5G40350,CIS-BP
190,M02313_2.00,ARR18,AT5G58080,CIS-BP
191,M02349_2.00,MYB11,AT3G62610,CIS-BP
192,M02353_2.00,AT1G70000,AT1G70000,CIS-BP
193,M02368_2.00,NAC025,AT1G61110,CIS-BP
194,M02371_2.00,NTL9,AT4G35580,CIS-BP
195,M02375_2.00,NAC100,AT5G61430,CIS-BP
196,M02472_2.00,SPL4,AT1G53160,CIS-BP
197,M02473_2.00,AT1G76580,AT1G76580,CIS-BP
198,M02475_2.00,SPL12,AT3G60030,CIS-BP
199,M02476_2.00,SPL7,AT5G18830,CIS-BP
200,M02479_2.00,SPL6,AT1G69170,CIS-BP
201,M02485_2.00,INO,AT1G23420,CIS-BP
202,M02486_2.00,YAB5,AT2G26580,CIS-BP
203,M02492_2.00,STKL1,AT4G00238,CIS-BP
204,M02493_2.00,GEBP,AT4G00270,CIS-BP
205,M02501_2.00,TCP4,AT3G15030,CIS-BP
206,M02503_2.00,TCP2,AT4G18390,CIS-BP
207,M02504_2.00,TCP19,AT5G51910,CIS-BP
208,M02505_2.00,TCP5,AT5G60970,CIS-BP
209,M02521_2.00,TCX4,AT3G04850,CIS-BP
210,M02523_2.00,TCX5,AT4G29000,CIS-BP
211,M02535_2.00,EZA1,AT4G02020,CIS-BP
212,M02546_2.00,WRKY63,AT1G66600,CIS-BP
213,M02547_2.00,WRKY57,AT1G69310,CIS-BP
214,M02551_2.00,WRKY60,AT2G25000,CIS-BP
215,M02556_2.00,WRKY23,AT2G47260,CIS-BP
216,M02561_2.00,WRKY62,AT5G01900,CIS-BP
217,M02565_2.00,WRKY48,AT5G49520,CIS-BP
218,M02567_2.00,WRKY2,AT5G56270,CIS-BP
219,M02568_2.00,WRKY51,AT5G64810,CIS-BP
220,M02647_2.00,ANT,AT4G37750,CIS-BP
221,M02648_2.00,ABI4,AT2G40220,CIS-BP
222,M02654_2.00,DYT1,AT4G21330,CIS-BP
223,M02692_2.00,LFY,AT5G61850,CIS-BP
224,M02693_2.00,AGL3,AT2G03710,CIS-BP
225,M02694_2.00,AGL1,AT3G58780,CIS-BP
226,M02695_2.00,AG,AT4G18960,CIS-BP
227,M02696_2.00,1-Sep,AT5G15800,CIS-BP
228,M02698_2.00,CDC5,AT1G09770,CIS-BP
229,M02700_2.00,RAX3,AT3G49690,CIS-BP
230,M02702_2.00,ARR10,AT4G31920,CIS-BP
231,M02703_2.00,MYB97,AT4G26930,CIS-BP
232,M02704_2.00,ATMYB120,AT5G55020,CIS-BP
233,M02714_2.00,SPL8,AT1G02065,CIS-BP
234,M02720_2.00,HMGB2,AT1G20693,CIS-BP
235,M06560_2.00,ERF023,AT1G01250,CIS-BP
236,M06562_2.00,ERF10,AT1G03800,CIS-BP
237,M06564_2.00,DREB1F,AT1G12610,CIS-BP
238,M06566_2.00,ERF027,AT1G12630,CIS-BP
239,M06568_2.00,ERF017,AT1G19210,CIS-BP
240,M06570_2.00,ERF012,AT1G21910,CIS-BP
241,M06571_2.00,ERF019,AT1G22810,CIS-BP
242,M06573_2.00,ERF087,AT1G28160,CIS-BP
243,M06575_2.00,ERF11,AT1G28370,CIS-BP
244,M06577_2.00,ERF055,AT1G36060,CIS-BP
245,M06579_2.00,RAP2-6,AT1G43160,CIS-BP
246,M06581_2.00,ERF014,AT1G44830,CIS-BP
247,M06582_2.00,RAP2-1,AT1G46768,CIS-BP
248,M06584_2.00,ERF3,AT1G50640,CIS-BP
249,M06586_2.00,ERF8,AT1G53170,CIS-BP
250,M06588_2.00,RAP2-12,AT1G53910,CIS-BP
251,M06589_2.00,DREB1E,AT1G63030,CIS-BP
252,M06590_2.00,AT1G63040,AT1G63040,CIS-BP
253,M06591_2.00,ERF118,AT1G68550,CIS-BP
254,M06593_2.00,ERF021,AT1G71450,CIS-BP
255,M06595_2.00,HRE1,AT1G72360,CIS-BP
256,M06597_2.00,DREB2D,AT1G75490,CIS-BP
257,M06599_2.00,ERF037,AT1G77200,CIS-BP
258,M06601_2.00,ERF013,AT1G77640,CIS-BP
259,M06602_2.00,ERF008,AT2G23340,CIS-BP
260,M06604_2.00,ERF15,AT2G31230,CIS-BP
261,M06606_2.00,AT2G33710,AT2G33710,CIS-BP
262,M06608_2.00,ERF038,AT2G35700,CIS-BP
263,M06609_2.00,DREB2E,AT2G38340,CIS-BP
264,M06611_2.00,DREB2C,AT2G40340,CIS-BP
265,M06612_2.00,ERF13,AT2G44840,CIS-BP
266,M06614_2.00,ERF034,AT2G44940,CIS-BP
267,M06616_2.00,ERF4,AT3G15210,CIS-BP
268,M06618_2.00,AT3G16280,AT3G16280,CIS-BP
269,M06620_2.00,ERF7,AT3G20310,CIS-BP
270,M06622_2.00,PLT1,AT3G20840,CIS-BP
271,M06624_2.00,ERF095,AT3G23220,CIS-BP
272,M06626_2.00,ERF1B,AT3G23240,CIS-BP
273,M06628_2.00,ERF011,AT3G50260,CIS-BP
274,M06630_2.00,DREB2F,AT3G57600,CIS-BP
275,M06631_2.00,ERF035,AT3G60490,CIS-BP
276,M06633_2.00,RAP2-9,AT4G06746,CIS-BP
277,M06635_2.00,ERF039,AT4G16750,CIS-BP
278,M06637_2.00,ERF6,AT4G17490,CIS-BP
279,M06638_2.00,ERF091,AT4G18450,CIS-BP
280,M06639_2.00,DREB1C,AT4G25470,CIS-BP
281,M06641_2.00,DREB1A,AT4G25480,CIS-BP
282,M06643_2.00,DREB1B,AT4G25490,CIS-BP
283,M06645_2.00,CRF4,AT4G27950,CIS-BP
284,M06647_2.00,ERF054,AT4G28140,CIS-BP
285,M06649_2.00,ERF015,AT4G31060,CIS-BP
286,M06651_2.00,ERF043,AT4G32800,CIS-BP
287,M06653_2.00,ERF109,AT4G34410,CIS-BP
288,M06655_2.00,DREB2A,AT5G05410,CIS-BP
289,M06657_2.00,ERF115,AT5G07310,CIS-BP
290,M06659_2.00,AIL6,AT5G10510,CIS-BP
291,M06660_2.00,SHN2,AT5G11190,CIS-BP
292,M06661_2.00,LEP,AT5G13910,CIS-BP
293,M06662_2.00,DREB2G,AT5G18450,CIS-BP
294,M06663_2.00,ERF086,AT5G18560,CIS-BP
295,M06665_2.00,RAP2-11,AT5G19790,CIS-BP
296,M06667_2.00,ERF003,AT5G25190,CIS-BP
297,M06669_2.00,TINY,AT5G25810,CIS-BP
298,M06670_2.00,ERF9,AT5G44210,CIS-BP
299,M06672_2.00,ERF2,AT5G47220,CIS-BP
300,M06674_2.00,ERF5,AT5G47230,CIS-BP
301,M06676_2.00,ERF105,AT5G51190,CIS-BP
302,M06678_2.00,DREB1D,AT5G51990,CIS-BP
303,M06680_2.00,ERF025,AT5G52020,CIS-BP
304,M06682_2.00,ERF104,AT5G61600,CIS-BP
305,M06684_2.00,ABR1,AT5G64750,CIS-BP
306,M06686_2.00,AT5G65130,AT5G65130,CIS-BP
307,M06688_2.00,AIL7,AT5G65510,CIS-BP
308,M06690_2.00,ERF010,AT5G67190,CIS-BP
309,M06692_2.00,RAV1,AT1G13260,CIS-BP
310,M06694_2.00,ARID6,AT1G20910,CIS-BP
311,M06695_2.00,ARID3,AT2G17410,CIS-BP
312,M06696_2.00,HMGB15,AT1G04880,CIS-BP
313,M06698_2.00,HMGB9,AT1G76110,CIS-BP
314,M06700_2.00,HMGB10,AT3G13350,CIS-BP
315,M06701_2.00,ARF5,AT1G19850,CIS-BP
316,M06702_2.00,REM19,AT1G49480,CIS-BP
317,M06704_2.00,VRN1,AT3G18990,CIS-BP
318,M06706_2.00,FUS3,AT3G26790,CIS-BP
319,M06707_2.00,NGA4,AT4G01500,CIS-BP
320,M06708_2.00,ARF16,AT4G30080,CIS-BP
321,M06709_2.00,AT4G33280,AT4G33280,CIS-BP
322,M06710_2.00,AT5G18090,AT5G18090,CIS-BP
323,M06711_2.00,AT5G25475,AT5G25475,CIS-BP
324,M06712_2.00,AT5G60130,AT5G60130,CIS-BP
325,M06714_2.00,ARF2,AT5G62000,CIS-BP
326,M06715_2.00,BPC1,AT2G01930,CIS-BP
327,M06717_2.00,BPC5,AT4G38910,CIS-BP
328,M06719_2.00,BPC6,AT5G42520,CIS-BP
329,M06720_2.00,BHLH74,AT1G10120,CIS-BP
330,M06722_2.00,BHLH80,AT1G35460,CIS-BP
331,M06724_2.00,BHLH122,AT1G51140,CIS-BP
332,M06726_2.00,BPE,AT1G59640,CIS-BP
333,M06727_2.00,BIM2,AT1G69010,CIS-BP
334,M06729_2.00,AT2G18300,AT2G18300,CIS-BP
335,M06730_2.00,AT2G22750,AT2G22750,CIS-BP
336,M06731_2.00,BHLH10,AT2G31220,CIS-BP
337,M06733_2.00,AT2G42280,AT2G42280,CIS-BP
338,M06734_2.00,BHLH34,AT3G23210,CIS-BP
339,M06736_2.00,BHLH77,AT3G23690,CIS-BP
340,M06737_2.00,BHLH104,AT4G14410,CIS-BP
341,M06738_2.00,LRL2,AT4G30980,CIS-BP
342,M06739_2.00,BIM1,AT5G08130,CIS-BP
343,M06741_2.00,BIM3,AT5G38860,CIS-BP
344,M06742_2.00,BHLH28,AT5G46830,CIS-BP
345,M06743_2.00,BHLH72,AT5G61270,CIS-BP
346,M06744_2.00,AT1G06070,AT1G06070,CIS-BP
347,M06746_2.00,AtbZIP52,AT1G06850,CIS-BP
348,M06748_2.00,TGA9,AT1G08320,CIS-BP
349,M06750_2.00,TGA3,AT1G22070,CIS-BP
350,M06752_2.00,BZIP68,AT1G32150,CIS-BP
351,M06753_2.00,VIP1,AT1G43700,CIS-BP
352,M06755_2.00,ABF2,AT1G45249,CIS-BP
353,M06756_2.00,BZIP44,AT1G75390,CIS-BP
354,M06758_2.00,TGA7,AT1G77920,CIS-BP
355,M06760_2.00,AtbZIP48,AT2G04038,CIS-BP
356,M06762_2.00,BZIP2,AT2G18160,CIS-BP
357,M06764_2.00,BZIP16,AT2G35530,CIS-BP
358,M06766_2.00,ABI5,AT2G36270,CIS-BP
359,M06768_2.00,BZIP18,AT2G40620,CIS-BP
360,M06770_2.00,GBF3,AT2G46270,CIS-BP
361,M06772_2.00,BZIP28,AT3G10800,CIS-BP
362,M06773_2.00,TGA6,AT3G12250,CIS-BP
363,M06775_2.00,ATBZIP42,AT3G30530,CIS-BP
364,M06777_2.00,DPBF3,AT3G56850,CIS-BP
365,M06779_2.00,BZIP53,AT3G62420,CIS-BP
366,M06781_2.00,BZIP11,AT4G34590,CIS-BP
367,M06783_2.00,TGA10,AT5G06839,CIS-BP
368,M06785_2.00,TGA2,AT5G06950,CIS-BP
369,M06787_2.00,TGA5,AT5G06960,CIS-BP
370,M06788_2.00,TGA4,AT5G10030,CIS-BP
371,M06790_2.00,HY5,AT5G11260,CIS-BP
372,M06791_2.00,AtbZIP3,AT5G15830,CIS-BP
373,M06792_2.00,BZIP43,AT5G38800,CIS-BP
374,M06793_2.00,TGA1,AT5G65210,CIS-BP
375,M06795_2.00,MGP,AT1G03840,CIS-BP
376,M06797_2.00,AT1G14580,AT1G14580,CIS-BP
377,M06799_2.00,ZAT10,AT1G27730,CIS-BP
378,M06801_2.00,STOP1,AT1G34370,CIS-BP
379,M06803_2.00,IDD7,AT1G55110,CIS-BP
380,M06804_2.00,TFIIIA,AT1G72050,CIS-BP
381,M06805_2.00,SGR5,AT2G01940,CIS-BP
382,M06807_2.00,IDD5,AT2G02070,CIS-BP
383,M06809_2.00,IDD4,AT2G02080,CIS-BP
384,M06810_2.00,AT2G15740,AT2G15740,CIS-BP
385,M06811_2.00,SAP11,AT2G41835,CIS-BP
386,M06812_2.00,AT2G48100,AT2G48100,CIS-BP
387,M06813_2.00,AT3G46070,AT3G46070,CIS-BP
